"TARGET_deathRate","incidenceRate","medIncome","povertyPercent","MedianAge","MedianAgeMale","MedianAgeFemale","Geography","AvgHouseholdSize","PctNoHS18_24","PctHS18_24","PctSomeCol18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctEmployed16_Over","PctUnemployed16_Over","PctPrivateCoverage","PctPrivateCoverageAlone","PctEmpPrivCoverage","PctPublicCoverage","PctPublicCoverageAlone","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate","State"
199.1,452.4,39268,23.9,39.9,38.2,41.4,"Wilson County, North Carolina",2.5,23.3,33.8,36.1,6.7,33,12.6,54,10.1,56.4,42.1,36.1,39.4,23.2,50.86846202,38.38884054,0.927912136,6.921954867,42.64912664,4.940815895,"North Carolina"
179.7,449.1,40801,17.2,42.9,41.5,44.1,"Yadkin County, North Carolina",2.45,13.9,44.3,38.2,3.5,34.3,8.4,51.4,8.3,60.3,43,37.5,39.4,21.8,91.39343183,3.381528008,0.055305365,3.149772195,49.89264103,6.549178376,"North Carolina"
140,405.2,45710,10.2,47.6,46.1,49.8,"Adams County, North Dakota",2.14,10.8,38.4,NA,8.6,35.1,18.1,64.7,1.2,78.8,56.7,41.6,31.9,11.3,93.25074754,1.324220419,1.238786843,0.55531824,60.82474227,4.047619048,"North Dakota"
173.1,479.1,52376,10.3,42.8,41.1,43.9,"Barnes County, North Dakota",2.07,12.1,15.5,NA,9.2,31.3,19.4,64.1,2.4,81.6,62.4,46.2,27.5,8.9,94.51203028,0.937190232,2.018563576,0.765972785,51.52294304,8.043956044,"North Dakota"
169.9,462.9,39342,29.9,31,31.2,30.9,"Benson County, North Dakota",2.97,21.9,36.4,35.6,6.2,32.5,10.8,52.3,6.1,47.6,38.1,30.4,42.4,30.8,42.71415955,0,0.073594348,0.647630262,42.4122807,9.492753623,"North Dakota"
209.3,472.9,60946,7.4,43.6,43.4,44,"Bowman County, North Dakota",2.28,11.4,44.3,NA,6.7,30,16.7,67.1,1.8,86.2,65,48.6,24.5,5.7,95.56038497,0.124185036,0,2.390561937,55.84604212,9.935897436,"North Dakota"
141.6,438.9,66734,8.2,36.8,35.4,38.2,"Burleigh County, North Dakota",2.3,7.9,33.2,NA,10.2,24.5,23.5,70.4,2.3,83.5,67.1,58.4,22.9,8.3,92.31152874,0.913593961,0.68009476,0.310576607,50.32513963,6.137971127,"North Dakota"
143.4,462.5,53755,11.3,31.9,31.4,32.5,"Cass County, North Dakota",2.29,7,20.7,NA,14.7,20.6,25.8,72.7,3.2,81.5,67.1,58.6,21.1,8.8,90.12553846,3.179076923,2.684923077,0.440615385,42.7300221,6.444608704,"North Dakota"
126,320.2,51817,11.7,43.2,40.9,44.7,"Dickey County, North Dakota",2.3,9.6,21.1,NA,14.1,28.7,20.5,66.4,1.5,82.7,62.9,49.7,25.7,8,96.36188643,1.482194418,0.346487007,0.365736285,58.630394,12.01143947,"North Dakota"
93.8,330.6,67344,8.3,51.7,51,52.3,"Divide County, North Dakota",2.07,11.2,34.6,NA,13.1,34.3,18.6,63.5,0.7,83.4,60.5,43.1,27.2,6,95.67847882,0.475367329,0.864304235,0,58.37187789,14.4,"North Dakota"
227.6,532.1,47596,10.7,48.3,48.5,48,"Eddy County, North Dakota",2.15,7.4,50.9,41.7,0,28.7,18.1,63.5,1.9,75.6,58.2,44.2,32.7,14.2,93.29113924,0,0,0.5907173,43.96226415,8.208955224,"North Dakota"
166.9,352.4,44282,13.2,51.2,52.2,49.7,"Emmons County, North Dakota",2.13,15.9,30.1,NA,20.8,36.9,13.5,55.6,3.6,80,56,35.3,35.1,10.4,96.91019347,0,0.462027144,0,53.90869293,6.270627063,"North Dakota"
174.5,516.2,54593,8,46.9,45.3,47.3,"Foster County, North Dakota",2.22,14.6,43.9,NA,10.5,31.4,15.6,64.8,1.3,84,61.9,49.9,28.5,7.4,97.59358289,0.118835413,0.683303624,0.059417706,55.79514825,6.307692308,"North Dakota"
205.2,403,53420,10.7,41,41.2,40.8,"Golden Valley County, North Dakota",2.19,12.5,33.1,NA,43.4,24,17.6,67.7,1,75.2,57.7,40.3,27.3,7.6,97.47530187,0,0,0.054884742,49.06600249,6.534090909,"North Dakota"
162.5,462.5,50435,16.7,29.4,28.5,30.7,"Grand Forks County, North Dakota",2.25,3,19.2,NA,10.5,24.7,21.4,67,3.6,81.1,66.2,55.5,22.5,10,88.99665115,2.487713652,2.349990577,0.775598371,43.85891098,5.407811283,"North Dakota"
147.3,385.4,39679,16.1,53.6,53.7,53.6,"Grant County, North Dakota",2.05,26.1,41.3,20.7,12,38.2,13.7,59.8,3.4,77.1,52.9,29.7,35.5,11.6,97.45977985,0.33869602,0,0.423370025,55.1056338,7.277628032,"North Dakota"
160.3,481.5,50038,11.1,48.4,49.6,46.4,"Hettinger County, North Dakota",2.25,10.8,25,57.4,6.8,37.1,12.2,57.4,1.1,81.2,56,35.7,34.7,9.9,96.03204884,0.724914155,0,0,62.51145738,15.15711645,"North Dakota"
104.8,336.1,46923,14.1,47,46.3,47.6,"Kidder County, North Dakota",2.24,21.9,49.1,NA,3,32.6,16.1,67,0.9,76.1,56.3,38.1,33.6,14.2,96.83127572,0,0,1.687242798,65.12915129,6.976744186,"North Dakota"
108.8,360.6,44696,11.9,51.8,51.8,51.9,"Logan County, North Dakota",2.12,11.1,53.5,20.2,15.2,39.3,10.9,59.1,2.2,82.8,58.3,35.3,34.5,11.5,97.99485861,0.30848329,0.30848329,0.051413882,56.9476082,4.361370717,"North Dakota"
148.3,429.1,48887,12.3,43.3,41.5,44.8,"McHenry County, North Dakota",2.2,9.7,37.8,NA,7,37,14.9,61.2,3.1,76.9,56.1,43.7,31.7,13,97.30101427,0.171909919,0.206291903,0.275055871,52.10889571,12.28389445,"North Dakota"
125.9,424.9,40258,13,53.4,51.4,56.4,"McIntosh County, North Dakota",2.06,40.3,11.1,NA,12.5,31.5,14.4,58.2,1.2,83.9,51.4,35.4,41.6,10,96.73794853,0.326205147,0.507430228,0,55.62451513,4.662004662,"North Dakota"
153.1,515.6,56616,10.1,47.1,47,47.5,"McLean County, North Dakota",2.18,20.2,30.5,38.5,10.8,33.8,15,58.6,1.6,78,55.9,43.4,31.7,11.1,91.08030896,0.084647127,0.126970691,0.402073855,58.05384979,6.094022055,"North Dakota"
151.9,482,74047,7.3,45.6,43.8,46.6,"Mercer County, North Dakota",2.31,21.6,41.4,NA,4.2,29.7,15.6,63.2,3.2,82.6,64.5,57.5,22.7,6.3,95.85312174,0.046333835,0.220085718,0.150584965,59.18867411,2.630005977,"North Dakota"
165.2,487.9,54637,9.2,38.9,37.1,40,"Morton County, North Dakota",2.3,7.2,28.3,56.2,8.4,30.2,19.8,70.8,3.2,82.9,67.9,57.3,22.6,9,92.4685182,0.64516129,0.141452475,1.145420045,52.89242769,5.95510765,"North Dakota"
205.3,436,45040,10.8,52.8,51.8,54,"Nelson County, North Dakota",1.95,4.6,39.4,NA,10.9,30.8,15.7,59.9,0.7,75.9,53.8,39.1,35.5,12.9,96.29265092,1.377952756,0,0,49.21156373,10.42553191,"North Dakota"
137.6,338.6,62010,10.6,48.5,45.8,49.6,"Oliver County, North Dakota",2.3,11.6,35.7,NA,8.9,30.3,13.7,59.1,3.6,80.1,60.9,41.4,27,7.8,92.52336449,0.329851567,0.164925783,1.209455745,66.16161616,15.4340836,"North Dakota"
164.9,436.3,51097,12.3,42.5,40.5,43.8,"Ramsey County, North Dakota",2.2,11.4,21.5,NA,9.6,30.2,18.1,63.5,1.2,75.8,58,48.9,29.7,11.2,87.25574961,0.095106346,0.579284109,0.181566661,43.30143541,2.600671141,"North Dakota"
181.4,447,56270,8.4,44.5,42.1,46.6,"Ransom County, North Dakota",2.25,20.1,45.7,25.6,8.6,36.4,14.6,64.5,2,83.6,63.9,54.9,29.4,8.8,97.21254355,0.586832936,0.293416468,0,51.70068027,9.291187739,"North Dakota"
137.7,456.9,57177,9.7,38.9,37,41.5,"Richland County, North Dakota",2.28,6.4,29.2,NA,6,28.5,16.8,66.1,3,82.7,66.5,57.3,25.6,10.2,94.00012257,0.465771894,0.343200343,0.80284366,53.73810603,6.603510727,"North Dakota"
124.8,374.8,44990,16.1,52,51.9,52.2,"Sheridan County, North Dakota",2.05,40.7,33.3,NA,13,36.8,12,54.7,2,67.9,42.7,26,45.6,23.3,98.27973074,0,0,0.224382947,55.74272588,4.95049505,"North Dakota"
131.8,425.7,76672,7.6,35,34.2,36,"Stark County, North Dakota",2.44,13,26.8,NA,10,30.5,17.5,71.4,2.8,83.3,68,55.9,19.6,5.9,92.62610032,1.114293698,1.25751013,1.844348191,52.61446524,10.50256729,"North Dakota"
117.6,341.9,59408,7.1,50.2,51.5,48.8,"Steele County, North Dakota",2.09,12.3,40,NA,3.8,30.9,16.3,62.6,4,84.8,60.8,38.8,29.8,7.9,99.646286,0,0,0.353713997,54.11392405,7.098765432,"North Dakota"
172.5,471,53333,11.6,40.6,38.4,43.4,"Stutsman County, North Dakota",2.15,14.4,31,46.6,7.9,35.5,19.3,64.6,2.5,77.7,60.3,51.2,27.7,11.5,94.46289619,0.521920668,0.488707535,0.830328336,45.31508664,5.223193741,"North Dakota"
169.4,527.4,51961,10.9,48.5,49.3,48,"Towner County, North Dakota",2.25,19.2,41,NA,15.4,33.2,14.2,59.7,2.9,76.1,54.7,33.5,35.1,14.5,89.97384481,0,0.087183958,0.217959895,57.92622134,16.4556962,"North Dakota"
158,475.3,58995,8.9,41.4,39.9,43.1,"Traill County, North Dakota",2.35,6.5,19.6,NA,5.1,25.2,19.5,63,2.7,83.1,64.9,53,28.2,10.4,96.3724155,0.58189922,0.259997524,0.272378358,51.40329469,4.19412822,"North Dakota"
174.3,454.6,49626,13,42.2,40.9,43.3,"Baldwin County, Alabama",2.6,17.7,33.4,NA,8.6,28.8,19.3,55,7.5,67.6,51.3,42.6,33.7,17.5,86.43149635,9.601734308,0.669840765,0.958379672,53.93501026,5.381477705,"Alabama"
201.7,468.1,36409,20.4,41.4,40.5,41.7,"Arkansas County, Arkansas",2.39,20.3,39.8,33.6,6.4,42.5,8.3,54.3,8.3,52,37.9,30.1,47.3,29.8,72.38268112,25.68469382,0.448454434,0.224227217,46.13199018,7.128810226,"Arkansas"
194.7,490.9,37873,14.9,51.5,50.2,52.4,"Baxter County, Arkansas",2.23,17.6,42.1,NA,1.3,35.6,13.1,44,7.6,60.3,36.4,30.5,51.1,23.6,96.75194932,0.328947368,0.504385965,0.519005848,52.90134332,4.674318905,"Arkansas"
166.2,401,57408,11.9,35,34.3,35.7,"Benton County, Arkansas",2.75,14.7,39.8,NA,9.7,30.8,19.9,60.9,4.2,68.5,57.4,52.6,28.3,16.5,87.92894987,1.490776581,3.468542977,2.515554287,60.57429672,5.82126689,"Arkansas"
198.2,426.3,39779,16.9,41.4,40.4,42.7,"Boone County, Arkansas",2.45,10.6,34.4,NA,4.3,35.9,9.3,51.6,8.4,59.2,42.8,36.5,43.5,24.3,96.54014559,0.354581352,0.456657802,0.042979558,54.9562195,9.035846724,"Arkansas"
202.4,364.5,39493,18,44.9,40.7,47,"Calhoun County, Arkansas",2.4,9.4,49.3,NA,3.9,49.3,7.3,51.4,7.2,57.1,41,36.4,41.8,22.3,76.39656816,22.17349857,0.209723546,0.057197331,53.92941176,3.101503759,"Arkansas"
167.6,380.4,36964,17.9,44.2,43.7,44.9,"Carroll County, Arkansas",2.49,23,45.9,NA,4.2,35,10.5,51.9,6.2,54.4,37.9,32,43.8,24.3,94.36222182,0.564501538,0.383571558,0.933598697,54.6597431,6.345497034,"Arkansas"
170.4,401.9,38504,21.5,34,32.6,35.6,"Clark County, Arkansas",2.28,4.9,13,NA,5.8,33.6,14.1,51.8,8.4,65.3,48.7,43.2,35.9,19.1,73.33743572,23.91543229,0.835128126,0.492286053,44.1308605,3.697749196,"Arkansas"
137.6,398.5,35049,25,44.9,43.8,47.1,"Choctaw County, Alabama",2.37,17.4,43.1,NA,2.8,36.8,7.4,40.4,13.6,56,39.9,34.3,44.8,24.2,55.89399029,43.30720418,0,0.014930944,45.20179372,4.317548747,"Alabama"
228.7,433.2,33826,19.9,43.8,42.8,45.5,"Clay County, Arkansas",2.31,18.4,48.9,NA,1.8,43.8,7.5,50.2,9.5,53.8,36.1,29.6,46.8,25.5,96.37012987,0.363636364,0.090909091,1.285714286,48.75207987,8.81166615,"Arkansas"
188.5,460.8,40555,15.2,47.1,46.1,48.8,"Cleburne County, Arkansas",2.5,15.9,47.6,NA,3.8,39.2,10.6,45.5,10.2,58.6,38.7,28.9,44.1,21.6,97.20353156,0.51728832,0.280035782,0.260588853,55.42975288,4.101603165,"Arkansas"
163.4,462.3,43201,16.6,42.4,41.6,42.9,"Cleveland County, Arkansas",2.53,21.1,27.2,NA,2.5,44.8,10.8,47.8,9.7,59.5,44.5,39.3,42.3,24.7,86.70975323,10.98707403,0.105757932,0.17626322,58.39832034,3.533190578,"Arkansas"
210,414.9,37495,24.1,36,33.7,37.6,"Columbia County, Arkansas",2.37,10.9,19.9,NA,7.3,38.2,13.3,53.3,10.1,60.5,46.5,39.9,38.8,22.6,60.04850578,35.59419575,0.702922679,1.623710281,47.35854955,6.776379477,"Arkansas"
167.2,443.9,42348,18.3,40.7,38.9,42.4,"Conway County, Arkansas",2.49,15.6,41.8,NA,4.2,42.1,11.1,49.5,8.1,58.3,43.5,37.1,42.3,24.3,85.40975841,12.03694931,0.052108006,0.222643297,49.95216455,5.789245447,"Arkansas"
191,387.1,42851,22.3,33.5,32.2,35.1,"Craighead County, Arkansas",2.52,7.8,26.9,NA,10.7,32.8,16.1,57.6,7.5,58.2,45.5,38,37.8,23.7,81.33203167,13.66742597,1.233618318,1.059077597,46.27621114,5.052358022,"Arkansas"
195.3,439.8,43466,16.6,38.8,37.9,39.8,"Crawford County, Arkansas",2.58,15.7,46,36.6,1.6,38.7,10.1,52.5,7.9,57.4,44.9,40.1,38.5,24,90.93897778,1.13202047,1.65349485,1.196799896,56.79732758,5.975420257,"Arkansas"
242.9,389.9,35455,27.3,34.6,33.4,35.4,"Crittenden County, Arkansas",2.67,17,39.7,NA,4,36.3,11.7,54.6,9.9,52,42.6,37.6,42.1,29.6,45.5681704,50.8509997,0.630965538,0.817843866,38.6145629,7.947176973,"Arkansas"
230.9,433.4,38597,22.3,40.1,38.5,41.8,"Cross County, Arkansas",2.49,16.4,55.1,21.6,6.8,45.8,9.1,52,8.6,54.2,42.3,37.3,42.9,27.5,74.87261693,23.02627812,0.618308811,0.223278182,49.56634866,3.788634098,"Arkansas"
186.9,455.6,33028,27.3,39.4,39.5,39.3,"Desha County, Arkansas",2.33,21.4,45.8,32.3,0.5,40.4,7.5,45.2,17.7,44,30.1,25.2,52.5,32.7,49.88286614,48.05719363,0.056547379,0.807819695,38.22078907,5.621925509,"Arkansas"
190.6,455.8,36801,24,37.5,34.1,39.3,"Drew County, Arkansas",2.43,4.8,25,62.4,7.7,35.5,13.6,48.7,14.3,54,42.2,33.6,40.6,26,68.09498399,28.7886873,0.266808965,1.659551761,50.42384468,4.350706714,"Arkansas"
175,394.1,33347,22.6,48,46.4,48.7,"Fulton County, Arkansas",2.27,19.8,42.9,36.2,1,43,7.3,44.9,7.6,55.7,37.1,29.5,48.6,25.6,96.96498691,0.122709424,1.505235602,0,58.26415094,8.096280088,"Arkansas"
196.4,464.4,40621,18.7,44.1,42.4,45.6,"Garland County, Arkansas",2.35,17.1,34.8,43.6,4.5,32.2,13.2,50.2,9.2,56.3,37.6,30.2,44.6,23.6,85.25692596,8.349320296,0.63122718,3.033397281,47.04144949,3.943233157,"Arkansas"
190.5,502.9,46067,13.3,39.6,39.2,40.4,"Grant County, Arkansas",2.61,12.1,42.9,NA,3.6,43.1,11.4,52.7,9.4,67.7,52.1,46.7,35.9,19.5,93.82408331,3.799711975,0.542815996,0.376647834,59.25061962,5.539429124,"Arkansas"
185,380.6,33136,24.4,39.1,37.6,39.8,"Hempstead County, Arkansas",2.81,26.3,38.3,NA,4.6,38,7.7,51,7.9,48.2,35.8,30.3,44.6,30.3,65.41905444,29.81733524,0.026862464,2.001253582,46.37607056,6.208291203,"Arkansas"
200.3,422.1,37831,18.7,40.9,38.8,42.5,"Hot Spring County, Arkansas",2.59,13.9,38.1,NA,2.9,42.1,8.5,49.5,7.6,58.1,40,35.7,43.2,23.5,85.80561892,11.65506063,0.150078041,0.252131108,52.96638102,3.906472769,"Arkansas"
190.8,477.4,35940,19.5,43.8,43.2,45.1,"Clay County, Alabama",2.45,18.9,40,NA,3.4,36.3,5.8,47.4,9.4,60.3,40.6,34.2,42.5,21.6,81.73893773,14.50099727,0,1.418334934,50.80273113,5.245114844,"Alabama"
170.1,438.6,41085,18.6,38.7,37.5,40.3,"Independence County, Arkansas",2.52,11.8,30.9,NA,5.3,38.9,10.4,52.5,6.9,57.6,44.1,38,40.3,23.9,94.40625677,2.054016021,0.868694523,0.495237064,51.58730159,4.404237591,"Arkansas"
233,532.1,32427,25.1,41,40.2,42.1,"Jackson County, Arkansas",2.25,19.2,45.2,NA,5.2,45.3,6.1,38.6,7.9,49.5,35.5,30.5,48.8,29.5,79.58742968,17.33818264,0.2159459,0.636472126,40.52689699,5.670985089,"Arkansas"
204.1,502.1,35927,26.8,38.5,36.3,40.4,"Jefferson County, Arkansas",2.41,13,33.2,NA,3.6,38.7,11.5,48.3,11.2,56.5,41.5,35.4,44.2,27.1,41.5007886,55.58410834,0.80763583,0.697503671,38.21259647,4.806902219,"Arkansas"
176.9,395.3,34923,19.7,38.1,36.9,39,"Johnson County, Arkansas",2.5,17.2,38.5,40.7,3.6,41.1,11.5,51.1,6.2,57.9,44.4,38.5,39.6,23.8,91.89355958,1.916698804,0.979560355,2.209795604,54.00059341,8.562113933,"Arkansas"
213.5,442.5,34916,23,41.1,38.9,42.9,"Lawrence County, Arkansas",2.45,14.1,26,NA,4,42.7,8.3,47.9,6.9,50.9,35.5,30.9,47.1,27.7,97.2987257,0.89846732,0.076340361,0.035234013,47.86439665,5.841924399,"Arkansas"
217.6,382.4,28006,39.3,40.6,37.9,44.7,"Lee County, Arkansas",2.34,13.9,44.4,NA,0,39.5,5.5,35.2,17.3,39.9,29,24,53.7,34.7,42.7252659,56.41180012,0.040136464,0.491671684,38.91816921,12.36017897,"Arkansas"
194.4,402.4,37644,29,37.5,36.3,41.3,"Lincoln County, Arkansas",2.43,29.3,47.9,NA,2.8,48,6.5,31.2,14.2,50.4,36.8,32.1,46.4,30.1,66.56947803,31.06954914,0,1.479163704,49.38118812,8.022922636,"Arkansas"
205.5,392.5,37691,18.2,41.7,38.5,43.1,"Little River County, Arkansas",2.39,9.5,37.5,42.3,10.6,40.6,7.1,47.3,8.8,58.8,41.7,36.9,42,22.6,73.76572327,20.6918239,0,2.625786164,45.9150638,2.657444485,"Arkansas"
221.2,424.7,36391,21.1,42.8,42.4,43.8,"Logan County, Arkansas",2.48,13.8,41.7,NA,3.3,43.7,9.9,49.4,8.1,57.1,40,34.6,44.7,24.6,93.16394709,1.849915913,1.986273351,0.481796282,50.79567894,8.799648892,"Arkansas"
204.9,492.3,54459,12.3,35.5,34.2,36.5,"Lonoke County, Arkansas",2.7,12.4,37.9,NA,5.6,34,13.7,59.5,5.9,68.8,52.7,41.4,32.9,18,89.32537381,6.085640322,0.646475506,1.459874666,58.12651974,7.028310079,"Arkansas"
195.3,393.4,39158,18,41.8,40.9,42.6,"Madison County, Arkansas",2.46,13.9,45.7,NA,1.8,46,7.1,53.9,7.3,56.4,43.8,38.1,38.7,22.9,94.86689594,0.464908929,0.6177557,0.713284932,60.85515936,3.234421365,"Arkansas"
212.3,423.4,40877,20.8,37.8,36.3,40.2,"Miller County, Arkansas",2.5,18.1,38.2,42.1,1.6,39.3,10,53.9,9.6,55.4,41.2,35,39.9,23.9,71.41253551,24.91752955,0.114542289,0.774305874,43.88561321,7.403380449,"Arkansas"
236.4,403.3,33577,27.1,35.6,34,37.1,"Mississippi County, Arkansas",2.57,19.8,40.8,NA,3.1,36.6,8.2,50.3,12,49.5,37,31.9,45.2,30,61.72878031,34.64470399,0.296451498,1.633826676,43.72557027,7.372578522,"Arkansas"
229.9,515.3,30682,28.1,45.2,43.7,46.9,"Monroe County, Arkansas",2.27,26.4,37.1,34.4,2.1,41.2,7.7,44.9,12.8,42.4,26.7,22.4,56,33.5,55.91857902,40.68455854,0.5445352,1.166861144,37.93103448,9.781931464,"Arkansas"
146.2,400.3,34597,20.1,48.5,47.7,49.1,"Montgomery County, Arkansas",2.33,15.2,45.2,NA,0.4,37.6,7.9,47.8,4.3,48.6,33.8,24.2,47,28.1,94.42209416,0.739371534,0.663259759,0.456670653,55.80678314,4.152249135,"Arkansas"
173.3,430.4,46931,16.8,38.8,37.6,39.7,"Coffee County, Alabama",2.62,19.9,29.3,NA,8.2,29.5,15.2,52.1,7.1,68.1,46.2,33.4,36.3,18,76.77658989,17.35123025,1.232214449,0.782171213,49.88517745,4.884815874,"Alabama"
203.6,397.4,35895,20.1,47.7,46.7,49.1,"Newton County, Arkansas",0.0242,2.1,42.2,NA,0,42.4,9.7,48.7,4.4,51.8,36.6,30.2,48.8,27.8,95.36761053,0,0.459513164,0,56.58610272,3.53569046,"Arkansas"
198.5,426.8,34971,23,42.7,41.6,43.6,"Ouachita County, Arkansas",2.34,14.6,43.6,NA,3.3,43.2,10.2,52.1,8.3,57.3,40,33.9,46.1,25.9,57.15141351,40.18527392,0.155725922,0.187669701,43.8495072,6.041591968,"Arkansas"
209.9,484.6,40556,17.3,43.1,41.8,44.6,"Perry County, Arkansas",2.62,14.1,30.7,NA,2.3,42.1,6.9,50.7,6.8,60.2,44.8,38.5,43.3,25.5,93.67961165,2.077669903,0.087378641,1.650485437,57.4213673,2.85046729,"Arkansas"
248.7,438.5,28171,35.3,37.8,35.1,39.6,"Phillips County, Arkansas",2.48,27.8,23.4,NA,6.6,31.7,7.2,45,18.1,39.3,27.3,22.2,53.1,36,36.74169977,61.5222402,0.117698985,0.068657741,32.75968039,6.831119545,"Arkansas"
247.1,480.5,35851,21.9,40.2,38.7,41.9,"Poinsett County, Arkansas",2.57,21.9,35.2,NA,3.1,42.6,6.1,47.6,10,43.7,30.7,25.6,51.3,35,89.34737712,8.269310202,0.028913672,0.718711276,46.89855697,7.948482061,"Arkansas"
187.2,396.4,33127,22,43.1,42.4,44.8,"Polk County, Arkansas",2.56,19.2,39.5,40.6,0.8,39,7.8,46.3,9,47.1,29,22.5,52.7,30.9,92.74700452,0.206246317,0.427224514,2.175407582,49.52597649,6.71641791,"Arkansas"
196.7,449.5,39896,18.7,45.4,44.9,46.7,"Prairie County, Arkansas",2.16,26.5,30.9,36.4,6.2,41.8,7.2,50.9,6.2,51.7,39.1,30.7,47.1,28.7,86.12235182,12.3184956,0.119019281,0.3808617,50.31364349,7.01754386,"Arkansas"
212.5,425.6,37761,18.3,42.9,40.3,44.5,"Randolph County, Arkansas",2.36,13.3,42.8,43,0.9,39.3,8.7,47.7,5.4,51.3,36.5,30.9,47.1,27.8,96.54704719,0.695111613,0.02825657,0.531223509,51.20654397,7.27081138,"Arkansas"
202.9,375.9,30489,33.4,37.5,36.6,39.6,"St. Francis County, Arkansas",2.51,20.7,31.3,45.3,2.7,39.7,7.1,42.4,11.7,45.2,34.1,27.7,48.4,32.4,43.44121412,51.87420004,0.288901079,2.062534284,37.06256628,6.906077348,"Arkansas"
169,461.3,55915,8.7,38.7,38.2,39.3,"Saline County, Arkansas",2.66,16.4,31.2,45.5,6.9,33.9,15.4,59.6,5.3,70,53.4,47.1,33.8,17.1,90.41314909,5.832227913,0.954907628,0.523574008,55.44575522,5.129672006,"Arkansas"
207.4,410,33202,23.7,41.3,40.1,42.9,"Scott County, Arkansas",2.66,10.5,43.1,NA,1.2,39.6,6.9,49.9,10.9,56.8,39.7,33.7,44.6,24.7,89.48482061,0.165593376,2.861085557,2.5574977,56.99136868,3.421727973,"Arkansas"
219.4,445.8,31765,23.3,47,46,47.6,"Searcy County, Arkansas",2.48,25.1,38.7,NA,2.9,40.2,8.8,43.9,5.9,46.7,29.4,22.7,54,29.5,95.5304457,0.276208412,1.092278719,0.313873195,56.87263556,4.102564103,"Arkansas"
187.5,429.4,39907,22.1,36.9,35.8,38.3,"Sebastian County, Arkansas",2.53,15.8,36.4,NA,5.3,31.9,13.1,55.1,6.1,58.1,44.5,39.8,37.9,22.7,81.4076827,6.285700816,4.388990595,2.247923754,47.87510841,6.387886081,"Arkansas"
179.5,388.4,37014,20.4,34.9,33.8,35.7,"Sevier County, Arkansas",2.81,29.3,29.9,37.9,2.9,34.9,4.6,56.5,9.3,51.1,38.6,35.1,39.7,25.8,66.33657633,4.870280287,0.532777392,24.35719249,51.95061728,5.671792286,"Arkansas"
190.4,493.4,32101,21.6,47.2,46.5,47.9,"Sharp County, Arkansas",2.37,25.6,24.6,NA,1.3,45.9,5.9,41.3,8.8,47.4,29.1,24.9,54,31.5,95.69041337,0.404573439,0.603928467,0.134857813,49.83117614,6.62707096,"Arkansas"
171.7,408.4,30010,24.4,48.5,47.4,50,"Stone County, Arkansas",2.4,13.1,42.2,NA,5.4,35.4,9.5,42.4,7,48.5,29.6,20,54,27.9,96.72314578,0.039961637,0.239769821,0.223785166,52.9949436,4.961659901,"Arkansas"
178.9,424,32975,22,47.1,46.4,47.8,"Van Buren County, Arkansas",2.44,18.8,43,31.3,6.8,42.7,8.3,39.2,11.2,50.1,32,26.7,48.8,26,95.24761793,0.888130808,0.170568168,0.876367486,50.67597034,4.153846154,"Arkansas"
173.1,430.3,45589,19.3,31.2,30.5,32,"Washington County, Arkansas",2.55,9.6,25.1,NA,11.9,27.9,17.8,61.5,6.2,65.1,54.9,47.8,27.6,17.1,78.68568419,3.31974939,2.469597841,9.42051083,47.25165806,5.272822665,"Arkansas"
207.9,445.9,37080,17.4,39.1,36.6,41.3,"Yell County, Arkansas",2.8,15.7,48.8,NA,4.8,40.6,9.3,50.5,8.3,55.7,40.6,37,42.1,23.5,81.96473552,2.729562629,1.497595603,12.14105793,54.66371797,4.956760177,"Arkansas"
147.7,413.4,76996,12.5,37.1,36.2,38.1,"Alameda County, California",2.78,10.9,24.5,NA,15.2,18.5,25,60.8,8.3,70.7,60.4,52.8,27.9,16.6,44.70445424,11.6646677,27.70092802,8.286461117,48.34346322,5.014712267,"California"
178.7,489.2,42302,21.9,36.8,35.2,39.1,"Butte County, California",2.55,8.5,25,NA,7.9,22.6,17.5,48.9,12.1,58.5,42.9,35.9,42.3,24,83.30547618,1.432846282,4.309322262,3.278607502,42.75182259,5.545831589,"California"
157.4,413.9,53321,13.7,50.7,50,51.4,"Calaveras County, California",2.45,15,35.3,NA,6.3,27.6,14.4,43,12.1,66.6,44.3,36.8,43.4,19.2,92.05441508,0.583018741,0.897982889,1.188375366,54.85049834,2.851375221,"California"
151.5,456.3,80338,10.5,38.8,37.5,40.1,"Contra Costa County, California",2.82,12.7,29.5,NA,10.6,18.7,25.2,58.9,8.8,73.2,60,52.5,28.4,14.9,60.52598926,8.88065339,15.25589653,8.13681268,53.83079507,5.114550334,"California"
185.4,431.6,41419,22.4,38.8,37.2,44.5,"Del Norte County, California",2.55,21.9,40.3,NA,2.9,29.1,9.4,38.3,11.5,50.4,35,30.8,51.9,31.8,76.464661,2.886137901,2.159205412,4.167266446,42.03821656,9.278553175,"California"
152.8,412.6,43338,27.5,31.4,30.5,32.3,"Fresno County, California",3.17,17.4,27.7,NA,4.8,22.8,13,52.8,13.2,49.4,39.2,34.2,43.1,30.8,59.623893,5.069145617,9.77257358,20.2889159,46.81324986,6.004383506,"California"
